Descrição;Categoria
Pilha recarregável;Despesas Pessoais
Pilhas;Despesas Pessoais
Pincéis;Despesas Pessoais
Pingo 1/2;Mercado
Pingo 2/2;Mercado
PinOut;Outros Gastos
Pins YB;Financeiro
Pipoca Cinema;Delivery
Pipoca Lightyear;Delivery
Pipocaebatata;Delivery
Pirueta;Despesas Pessoais
Pirueta 1/3;Despesas Pessoais
Pirueta 2/3;Despesas Pessoais
Pirueta 3/3;Despesas Pessoais
Piscólogo 1;Saúde
Piscólogo 2;Saúde
Piticas;Despesas Pessoais
Piticas momoi 1/2;Despesas Pessoais
Piticas momoi 2/2;Despesas Pessoais
Pitz;Delivery
Pitz Burguer;Delivery
Pitz Burguer House Ha;Delivery
Pitzburguer;Delivery
Pix;Outros Gastos
Pix Pedro;Outros Gastos
Pix PP;Outros Gastos
Pizza (parte abaixo);Delivery
Pizza 1;Delivery
Pizza 2;Delivery
Pizza 21/09/2015;Delivery
Pizza Aline;Delivery
Pizza aniv marlene;Delivery
Pizza Aniv momoi;Delivery
Pizza Bingo;Delivery
Pizza Brenda Leo;Delivery
Pizza Bruno;Delivery
Pizza casa da marilia;Delivery
Pizza chefinho;Delivery
Pizza cosplay;Delivery
Pizza do empacotamento;Delivery
Pizza do Murillo;Delivery
Pizza Dona Marlene;Delivery
Pizza esfiha chic;Delivery
Pizza Fer;Delivery
Pizza hut;Delivery
Pizza Hut;Delivery
Pizza Jão;Delivery
Pizza Johnny;Delivery
Pizza Karen;Delivery
Pizza Karine;Delivery
Pizza Last of Us;Delivery
Pizza Leo e Branda;Delivery
Pizza Leozão;Delivery
Pizza Lib;Delivery
Pizza Lightyear;Delivery
Pizza mãe;Delivery
Pizza Mariana;Delivery
Pizza Minaw;Delivery
Pizza Minaw Aline;Delivery
Pizza Minaw Brenda;Delivery
Pizza Minaw Jão;Delivery
Pizza Minaw Leozão;Delivery
Pizza Minaw Murillo;Delivery
Pizza Minaw Renan;Delivery
Pizza Minaw Shiva;Delivery
Pizza Minaw Wes;Delivery
Pizza momoi;Delivery
Pizza Murillo;Delivery
Pizza Pedro;Delivery
Pizza Raijin;Delivery
Pizza seu mario;Delivery
Pizza Shiva;Delivery
Pizza Tefo;Delivery
Pizza Toy Story 4;Delivery
Pizza viagem;Delivery
Pizza Wes;Delivery
Pizzahut;Delivery
PizzaMomoi;Delivery
Pizzaria;Delivery
Pizzas;Delivery
Pkj Ferre;Outros Gastos
Placa;Outros Gastos
Placa de som 1/6;Despesas Pessoais
Placa de som 2/6;Despesas Pessoais
Placa de som 3/6;Despesas Pessoais
Placa de som 4/6;Despesas Pessoais
Placa de som 5/6;Despesas Pessoais
Placa de som 6/6;Despesas Pessoais
Placa de vídeo 1/10;Despesas Pessoais
Placa de vídeo 2/10;Despesas Pessoais
Placa de vídeo 3/10;Despesas Pessoais
Placa de vídeo 4/10;Despesas Pessoais
Placa de vídeo 5/10;Despesas Pessoais
Placa de vídeo 7/10;Despesas Pessoais
Placa Moto 1/4;Veículo
Placa Moto 2/4;Veículo
Placa Moto 3/4;Veículo
Placa Moto 4/4;Veículo
Placas de vídeo;Despesas Pessoais
Plague INC;Lazer e Entretenimento
Plano Amélia;Pets
Plano Améliohhny;Pets
Plano de saúde Marilia;Saúde
Plano Gatitos 1/12;Pets
Plano Gatitos 2/12;Pets
Plano Gatitos 3/12;Pets
Plano Gatitos 4/12;Pets
Plano Gatitos 5/12;Pets
Plano Mel;Pets
Plano mel;Pets
Plano Mel Marlene;Pets
Plano Pets;Pets
Plasticos;Casa
Plásticos;Casa
Play Music;Essenciais
Player party;Lazer e Entretenimento
Player Party;Lazer e Entretenimento
Playland;Lazer e Entretenimento
Playstore;Lazer e Entretenimento
Plotagem;Despesas Pessoais
PLR 1;Receitas
PLR 2;Receitas
PLR 3;Receitas
PLR 4;Receitas
PLR 5;Receitas
PLR 6;Receitas
Pneu;Veículo
Pneu praia;Veículo
Poços;Lazer e Entretenimento
Poços Mercado;Lazer e Entretenimento
Poda árvore Pitteri;Casa
Podóloga;Saúde
Podóloga 1/3;Saúde
Podóloga 2/3;Saúde
Podóloga 3/3;Saúde
Point Beer mamis;Despesas Pessoais
Pointts;Despesas Pessoais
Ponto da Esfira;Delivery
Popeyes;Delivery
Porções praia;Delivery
Porque sim;Delivery
Porque Sim;Delivery
Porque sim Bounenkai;Delivery
Porque sim com a Minaw;Delivery
Porta;Casa
Porta máscara 1/4;Casa
Porta máscara 2/4;Casa
Porta máscara 3-4/4;Casa
Porta sabão 1/6;Casa
Porta sabão 2/6;Casa
Porta sabão 3/6;Casa
Porta sabão 4/6;Casa
Porta sabão 5/6;Casa
Porta sabão 6/6;Casa
Portas YB;Financeiro
PortoPet;Pets
PORTUGUES;Outros Gastos
Português;Outros Gastos
Poster;Despesas Pessoais
Potes de tempero 1/2;Casa
Potes de tempero 2/2;Casa
Pouo;Investimentos e Poupança
Poup;Investimentos e Poupança
Poup Celular;Investimentos e Poupança
Poup PLR;Investimentos e Poupança
Poupança Celta;Investimentos e Poupança
Poupança Crédito;Investimentos e Poupança
Poupança e Praiajin;Investimentos e Poupança
Poupança enel;Investimentos e Poupança
Poupança Inter;Investimentos e Poupança
Pousada;Lazer e Entretenimento
Pozzoli;Educação
PP - Fone de ouvido 1/4;Despesas Pessoais
PP - Fone de ouvido 2/4;Despesas Pessoais
PP - Fone de ouvido 3/4;Despesas Pessoais
PP - Fone de ouvido 4/4;Despesas Pessoais
Pq Sim;Delivery
Praia Mercado;Mercado
Praia Shiba;Lazer e Entretenimento
Praia top;Lazer e Entretenimento
Prateleiras;Casa
Pratinhos e garfinhos;Mercado
Preçolandia;Casa
Preçolandia OZ 4/5;Casa
Preçolandia OZ 5/5;Casa
Preju do 3DS;Financeiro
Prêmio;Outros Gastos
Prendas;Despesas Pessoais
Prendas 1/2;Despesas Pessoais
Prendas 1/3;Despesas Pessoais
Prendas 2/2;Despesas Pessoais
Prendas 2/3;Despesas Pessoais
Prendas 3/3;Despesas Pessoais
Presente;Despesas Pessoais
Presente Alexandre;Despesas Pessoais
Presente Aline;Despesas Pessoais
Presente amigo secreto;Despesas Pessoais
Presente André 1/2;Despesas Pessoais
Presente André 2/2;Despesas Pessoais
Presente Brenda;Despesas Pessoais
Presente Bruno;Despesas Pessoais
Presente chefa;Despesas Pessoais
Presente chefinho;Despesas Pessoais
Presente Cris 1/3;Despesas Pessoais
Presente Cris 1/6;Despesas Pessoais
Presente Cris 2/3;Despesas Pessoais
Presente Cris 2/6;Despesas Pessoais
Presente Cris 3/3;Despesas Pessoais
Presente Cris 3/6;Despesas Pessoais
Presente Cris 4/6;Despesas Pessoais
Presente Cris 5/6;Despesas Pessoais
Presente Cris 6/6;Despesas Pessoais
Presente Danos;Despesas Pessoais
Presente de Natal 1/12;Despesas Pessoais
Presente de Natal 1/2;Despesas Pessoais
Presente de Natal 1/3;Despesas Pessoais
Presente de Natal 1/5;Despesas Pessoais
Presente de Natal 1/7;Despesas Pessoais
Presente de Natal 10/12;Despesas Pessoais
Presente de Natal 11/12;Despesas Pessoais
Presente de Natal 12/12;Despesas Pessoais
Presente de Natal 2/12;Despesas Pessoais
Presente de Natal 2/2;Despesas Pessoais
Presente de Natal 2/3;Despesas Pessoais
Presente de Natal 2/5;Despesas Pessoais
Presente de Natal 2/7;Despesas Pessoais
Presente de Natal 3/12;Despesas Pessoais
Presente de Natal 3/3;Despesas Pessoais
Presente de Natal 3/5;Despesas Pessoais
Presente de Natal 3/7;Despesas Pessoais
Presente de Natal 4/12;Despesas Pessoais
Presente de Natal 4/5;Despesas Pessoais
Presente de Natal 4/7;Despesas Pessoais
Presente de Natal 5/12;Despesas Pessoais
Presente de Natal 5/5;Despesas Pessoais
Presente de Natal 5/7;Despesas Pessoais
Presente de Natal 6/12;Despesas Pessoais
Presente de Natal 6/7;Despesas Pessoais
Presente de Natal 7/12;Despesas Pessoais
Presente de Natal 7/7;Despesas Pessoais
Presente de Natal 8/12;Despesas Pessoais
Presente de Natal 9/12;Despesas Pessoais
Presente Didi;Despesas Pessoais
Presente Dona Edileusa;Despesas Pessoais
Presente dona rosa;Despesas Pessoais
Presente Fernando;Despesas Pessoais
Presente FRU;Despesas Pessoais
Presente Gabi;Despesas Pessoais
Presente Gabi 1/3;Despesas Pessoais
Presente Gabi 2/3;Despesas Pessoais
Presente Gabi 3/3;Despesas Pessoais
Presente Gabriel 1/3;Despesas Pessoais
Presente Gabriel 2/3;Despesas Pessoais
Presente Gabriel 3/3;Despesas Pessoais
Presente Karen;Despesas Pessoais
Presente Lari;Despesas Pessoais
Presente Lele;Despesas Pessoais
Presente Leo;Despesas Pessoais
Presente Leo Bruno;Despesas Pessoais
Presente Leo Jão;Despesas Pessoais
Presente Leo Shiva;Despesas Pessoais
Presente mamãe;Despesas Pessoais
Presente mamai;Despesas Pessoais
Presente Mariana;Despesas Pessoais
Presente Mario 1/12;Despesas Pessoais
Presente Mario 10/12;Despesas Pessoais
Presente Mario 11/12;Despesas Pessoais
Presente Mario 12/12;Despesas Pessoais
Presente Mario 2/12;Despesas Pessoais
Presente Mario 3/12;Despesas Pessoais
Presente Mario 4/12;Despesas Pessoais
Presente Mario 5/12;Despesas Pessoais
Presente Mario 6/12;Despesas Pessoais
Presente Mario 7/12;Despesas Pessoais
Presente Mario 8/12;Despesas Pessoais
Presente Mario 9/12;Despesas Pessoais
Presente Miguel;Despesas Pessoais
Presente Minaw;Despesas Pessoais
Presente momoi;Despesas Pessoais
Presente Murillo;Despesas Pessoais
Presente Pedro;Despesas Pessoais
Presente pedro;Despesas Pessoais
Presente Seu Mario;Despesas Pessoais
Presente Shiva;Despesas Pessoais
Presente shiva;Despesas Pessoais
Presente valéria;Despesas Pessoais
Presente Veronica;Despesas Pessoais
Presente YB;Financeiro
Presentes;Despesas Pessoais
Presentes 1/2;Despesas Pessoais
Presentes 1/5;Despesas Pessoais
Presentes 2/2;Despesas Pessoais
Presentes 2/5;Despesas Pessoais
Presentes 3/5;Despesas Pessoais
Presentes 4/5;Despesas Pessoais
Presentes 5/5;Despesas Pessoais
Presentes aline e momoi;Despesas Pessoais
Presentes cris e pedro 1/2;Despesas Pessoais
Presentes cris e pedro 2/2;Despesas Pessoais
Presentes de Natal;Despesas Pessoais
Presentes mamãe 1/3;Despesas Pessoais
Presentes mamãe 2/3;Despesas Pessoais
Presentes mamãe 3/3;Despesas Pessoais
Presentes Raijin;Despesas Pessoais
Presentes Tito;Despesas Pessoais
Pressurizador;Casa
Previdência;Investimentos e Poupança
Prime Dog Bel;Pets
Primeiro salário Yellow;Receitas
Princesa da vila;Delivery
Processador;Despesas Pessoais
Processador 1/6;Despesas Pessoais
Processador 2/6;Despesas Pessoais
Processador 3/6;Despesas Pessoais
Processador 4/6;Despesas Pessoais
Processador 5/6;Despesas Pessoais
Processador 6/6;Despesas Pessoais
Procurando Dory;Lazer e Entretenimento
Prod Limp 1/2;Mercado
Prod Limp 2/2;Mercado
Produtos de limpeza;Mercado
Projetor;Outros Gastos
Protetor auricular;Despesas Pessoais
Proventos;Investimentos e Poupança
Pulseiras 1/6;Despesas Pessoais
Pulseiras 2/6;Despesas Pessoais
Pulseiras 3/6;Despesas Pessoais
Pulseiras 4/6;Despesas Pessoais
Pulseiras 5/6;Despesas Pessoais
Pulseiras 6/6;Despesas Pessoais
Punch Club;Lazer e Entretenimento
Pwo;Outros Gastos
Quem disse Marilia;Despesas Pessoais
Quermesse;Lazer e Entretenimento
Quinta do Conde;Delivery
Quisque DBM;Lazer e Entretenimento
R C S C R;Outros Gastos
Ração;Pets
Ração Adriano;Pets
Ração DOG;Pets
Radiador Celtico 1/3;Veículo
Radiador Celtico 2/3;Veículo
Radiador Celtico 3/3;Veículo
Ragazzo;Delivery
Ragazzo Karaoke;Delivery
Raia;Mercado
Raia Drogasil 567 Vl M;Mercado
Raijin;Lazer e Entretenimento
RainyMood;Lazer e Entretenimento
Rappi;Mercado
Raspadinha;Despesas Pessoais
Real Burguer;Delivery
Reaplicação FII;Investimentos e Poupança
Rec easy invest;Investimentos e Poupança
Rec Firma;Receitas
Rec Jão;Receitas
Recarga vivo;Essenciais
Recebimentos no Brad;Receitas
Receita investimentos;Receitas
Red Dead 2;Lazer e Entretenimento
Rede integrada de loja;Mercado
Redes;Casa
Reebolso tanka;Financeiro
Reemb Aniversário Jão;Financeiro
Reemb Cart YB;Financeiro
Reemb Churras;Financeiro
Reemb Leo;Financeiro
Reemb Merc;Financeiro
Reemb Minaw;Financeiro
Reemb momoi;Financeiro
Reemb Netflix Seu Mario;Financeiro
Reemb Outback Wes;Financeiro
Reemb Raijin;Financeiro
Reemb Vanessa;Financeiro
Reemb Viagem Minaw;Financeiro
Reemb Viagem Wes;Financeiro
Reemb Wes;Financeiro
Reemb YB;Financeiro
Reemb YB Cart;Financeiro
Reemb Yellow;Financeiro
Reembolso afasta pet;Financeiro
Reembolso Amazon;Financeiro
Reembolso café da manhã;Financeiro
Reembolso de pizza;Financeiro
Reembolso Makita YB;Financeiro
Reembolso Manut YB;Financeiro
Reembolso Médico;Financeiro
Reembolso portas;Financeiro
Reembolso projetor;Financeiro
Reembolso Ribeiro;Financeiro
Reembolso Suporte;Financeiro
Reembolso trena;Financeiro
Reembolso Vivo;Financeiro
Reembolso YB;Financeiro
Reembolsos YB;Financeiro
Refeições;Despesas Pessoais
Reforma lustre 1/2;Casa
Reforma lustre 2/2;Casa
Reforma toldo 1/6;Casa
Reforma toldo 2/6;Casa
Reforma toldo 3/6;Casa
Reforma toldo 4/6;Casa
Reforma toldo 5/6;Casa
Reforma toldo 6/6;Casa
Refri;Mercado
Refrigerantes;Mercado
Regina reemb;Financeiro
Registro de imóveis;Financeiro
Registro YB;Financeiro
Rei do Abadejo;Delivery
Rei do Mate;Delivery
Rei do mate;Delivery
Rei do mate Oz;Delivery
Rei do mate raijin vegano;Delivery
Reims;Outros Gastos
Reinvestimento FII;Investimentos e Poupança
Relógio;Casa
Remat YB;Financeiro
Remedio Amelia;Pets
Remédio do peixe 1/3;Pets
Remédio do peixe 2/3;Pets
Remédio do peixe 3/3;Pets
Remédio dog 1 1/12;Pets
Remédio dog 1 2/12;Pets
Remédio dog 1 3/12;Pets
Remédio dog 1 4/12;Pets
Remédio dog 1 5/12;Pets
Remédio dog 1/6;Pets
Remédio dog 2 1/12;Pets
Remédio dog 2 10/10;Pets
Remédio dog 2 2/12;Pets
Remédio dog 2 3/10;Pets
Remédio dog 2 4/10;Pets
Remédio dog 2 5/12;Pets
Remédio dog 2 6/10;Pets
Remédio dog 2 7/10;Pets
Remédio dog 2 8/10;Pets
Remédio dog 2 9/10;Pets
Remédio dog 2/6;Pets
Remédio dog 3 1/12;Pets
Remédio dog 3 10/12;Pets
Remédio dog 3 11/12;Pets
Remédio dog 3 12/12;Pets
Remédio dog 3 2/12;Pets
Remédio dog 3 3/12;Pets
Remédio dog 3 4/12;Pets
Remédio dog 3 5/10;Pets
Remédio dog 3 6/12;Pets
Remédio dog 3 7/12;Pets
Remédio dog 3 8/12;Pets
Remédio dog 3 9/12;Pets
Remédio dog 3/6;Pets
Remédio dog 4 6/6;Pets
Remédio dog 4/6;Pets
Remédio dog 5/6;Pets
Remédio dolfinho 1/3;Pets
Remédio dolfinho 2/3;Pets
Remédio dolfinho 3/3;Pets
Remédio gatos;Pets
Remédio gatos e Joli;Pets
Remédio Marilia;Mercado
Remédio momoi;Mercado
Remédio Momoi;Mercado
Remédio praia;Mercado
Remédios 1/2;Mercado
Remédios 1/3;Mercado
Remédios 1/4;Mercado
Remédios 2/2;Mercado
Remédios 2/3;Mercado
Remédios 2/4;Mercado
Remédios 3/3;Mercado
Remédios 3/4;Mercado
Remédios 4/4;Mercado
Remédios Adolfo;Pets
Remédios castração;Pets
Remédios João;Mercado
Remédios Leozão;Mercado
Remédios Marilia 1/3;Mercado
Remédios Marilia 2/3;Mercado
Remédios Marilia 3/3;Mercado
Remédios momoi;Mercado
Renan;Outros Gastos
Rend Poup;Investimentos e Poupança
Rendimento;Investimentos e Poupança
Rendimento 13/11;Investimentos e Poupança
Rendimento 24/11;Investimentos e Poupança
Rendimento CC;Investimentos e Poupança
Rendimento Cripto;Investimentos e Poupança
Rendimento FII;Investimentos e Poupança
Rendimento PP;Investimentos e Poupança
Rendimento PP 03/07;Investimentos e Poupança
Rendimentos;Investimentos e Poupança
Rendimentos Maio;Investimentos e Poupança
Renner;Despesas Pessoais
Renovação bunico;Transporte
Renovação CNH Regina;Financeiro
Reposição de Crachá;Despesas Pessoais
Resc Marilia;Receitas
Rescisão;Receitas
Reserva Kart;Lazer e Entretenimento
Reserva poup;Investimentos e Poupança
Reserva pousada;Lazer e Entretenimento
Resg Poup;Investimentos e Poupança
Resgate;Investimentos e Poupança
Resgate 03/07;Investimentos e Poupança
Resgate 21/06;Investimentos e Poupança
Resgate 22/06;Investimentos e Poupança
Resgate 25/06;Investimentos e Poupança
Resgate 27/06;Investimentos e Poupança
Resgate 29/06;Investimentos e Poupança
Resgate almoço YB;Financeiro
Resgate Amort AP;Investimentos e Poupança
Resgate Cartorio YB;Financeiro
Resgate Condominio;Investimentos e Poupança
Resgate empréstimo Jão;Investimentos e Poupança
Resgate Estac Ped;Investimentos e Poupança
Resgate Faxina;Investimentos e Poupança
Resgate HH;Investimentos e Poupança
Resgate maq lavar;Investimentos e Poupança
Resgate Multa;Investimentos e Poupança
Resgate Nubank;Investimentos e Poupança
Resgate para aplicação;Investimentos e Poupança
Resgate PC;Investimentos e Poupança
Resgate plano;Investimentos e Poupança
Resgate poupança;Investimentos e Poupança
Resgate PP;Investimentos e Poupança
Resgate PP Amort Heydi;Investimentos e Poupança
Resgate veronica;Investimentos e Poupança
Resgate YB Cart;Financeiro
Residual Itau;Financeiro
Residual PJ;Financeiro
Resistência;Casa
Resistências;Casa
Restaurante;Delivery
Restaurante P;Delivery
Restinho do mercado;Mercado
Restituição;Receitas
Restituição + saque aniv;Receitas
Resto Inter;Investimentos e Poupança
Retífica 1/12;Veículo
Retífica 10/12;Veículo
Retífica 11/12;Veículo
Retífica 12/12;Veículo
Retífica 2/12;Veículo
Retífica 3/12;Veículo
Retífica 4/12;Veículo
Retífica 5/12;Veículo
Retífica 6/12;Veículo
Retífica 7/12;Veículo
Retífica 8/12;Veículo
Retífica 9/12;Veículo
Retirada PicPay;Investimentos e Poupança
Retirada PP;Investimentos e Poupança
Retrovisor 1/5;Veículo
Retrovisor 2/5;Veículo
Retrovisor 3/5;Veículo
Retrovisor 4/5;Veículo
Retrovisor 5/5;Veículo
Reversão de Desconto Antecipação Paypal -Mobly;Financeiro
Revisão Biz 1/3;Veículo
Revisão Biz 2/3;Veículo
Revisão Biz 3/3;Veículo
Revisão Celta;Veículo
Revisão Juju 1/6;Veículo
Revisão Juju 2/6;Veículo
Revisão Juju 3/6;Veículo
Revisão Juju 4/6;Veículo
Revisão Juju 5/6;Veículo
Revisão Juju 6/6;Veículo
Revisão moto;Veículo
Revista professor;Despesas Pessoais
Revistas Galhardo;Despesas Pessoais
Rewards;Financeiro
rewards;Financeiro
Rewards - Crédito de compra apagada;Financeiro
Rewards Anual;Financeiro
RG;Despesas Pessoais
Ric Nova Decoracoes;Casa
Ric Nova Decoracoes 1/2;Casa
Richuelo 1/3;Despesas Pessoais
Richuelo 2/3;Despesas Pessoais
Richuelo 3/3;Despesas Pessoais
Rifa;Pets
Rifa Anjo Gabriel;Pets
Rifa Bruna;Pets
Rifa Catarina Cabelereiros;Pets
Rifa Fusca;Pets
Rifa Gatinho;Pets
Rifa Gatinhos;Pets
Rifa Gol Atlanta;Pets
Rifa Gusman;Pets
Rifa mamãe;Pets
Rifa Mariany;Pets
Rifa Renato;Pets
Rifa Shiva;Pets
River City Girls;Lazer e Entretenimento
Rocket League;Lazer e Entretenimento
Rodízio;Delivery
Rodízio de pizza;Delivery
Rodízio de pizza momoi;Delivery
Rodízio Onois Secreto;Delivery
Rodízio Pizza;Delivery
Rodízio pizza hut;Delivery
Rodo;Casa
Rogério;Outros Gastos
Rogue One;Lazer e Entretenimento
Rolê;Lazer e Entretenimento
Role Mario;Lazer e Entretenimento
RollerJam;Lazer e Entretenimento
Roseta Felix;Outros Gastos
Roteador YB;Financeiro
Roupa 1/12;Despesas Pessoais
Roupa 10/12;Despesas Pessoais
Roupa 11/12;Despesas Pessoais
Roupa 12/12;Despesas Pessoais
Roupa 2/12;Despesas Pessoais
Roupa 3/12;Despesas Pessoais
Roupa 4/12;Despesas Pessoais
Roupa 5/12;Despesas Pessoais
Roupa 6/12;Despesas Pessoais
Roupa 7/12;Despesas Pessoais
Roupa 8/12;Despesas Pessoais
Roupa 9,/12;Despesas Pessoais
Roupa de cama 1/12;Casa
Roupa de cama 10/12;Casa
Roupa de cama 11/12;Casa
Roupa de cama 12/12;Casa
Roupa de cama 2/12;Casa
Roupa de cama 3/12;Casa
Roupa de cama 4/12;Casa
Roupa de cama 5/12;Casa
Roupa de cama 6/12;Casa
Roupa de cama 7/12;Casa
Roupa de cama 8/12;Casa
Roupa de cama 9/12;Casa
Roupa dog 1 a 6;Pets
Roupa Marilia;Despesas Pessoais
Roupa Moocamor;Despesas Pessoais
Roupas;Despesas Pessoais
Roupas 1/10;Despesas Pessoais
Roupas 1/2;Despesas Pessoais
Roupas 1/3;Despesas Pessoais
Roupas 10/10;Despesas Pessoais
Roupas 2-3/3;Despesas Pessoais
Roupas 2/10;Despesas Pessoais
Roupas 2/2;Despesas Pessoais
Roupas 2/3;Despesas Pessoais
Roupas 3/10;Despesas Pessoais
Roupas 3/3;Despesas Pessoais
Roupas 4/10;Despesas Pessoais
Roupas 5/10;Despesas Pessoais
Roupas 6/10;Despesas Pessoais
Roupas 7/10;Despesas Pessoais
Roupas 8/10;Despesas Pessoais
Roupas 9/10;Despesas Pessoais
Roupas Acad 1/2;Despesas Pessoais
Roupas Acad 2/2;Despesas Pessoais
Roupas Ago 1/3;Despesas Pessoais
Roupas Ago 2/3;Despesas Pessoais
Roupas Ago 3/3;Despesas Pessoais
Roupas boneca;Despesas Pessoais
Roupas C&A;Despesas Pessoais
Roupas João;Despesas Pessoais
Roupas junho 1/3;Despesas Pessoais
Roupas junho 2-3/3;Despesas Pessoais
Roupas junho B 1/2;Despesas Pessoais
Roupas junho B 2/2;Despesas Pessoais
Roupas junho C 1/3;Despesas Pessoais
Roupas junho C 2-3/3;Despesas Pessoais
Roupas Marilia;Despesas Pessoais
Roupas Marisa 1/3;Despesas Pessoais
Roupas Marisa 2/2;Despesas Pessoais
Roupas Marisa 2/3;Despesas Pessoais
Roupas Marisa 3/3;Despesas Pessoais
Roupas Marisa-2x-Dez;Despesas Pessoais
Roupas momoi;Despesas Pessoais
Roupas momoi 1/3;Despesas Pessoais
Roupas momoi 2/3;Despesas Pessoais
Roupas Momoi 2/6;Despesas Pessoais
Roupas momoi 3/3;Despesas Pessoais
Roupas novas;Despesas Pessoais
Roupas novas 1/12;Despesas Pessoais
Roupas novas 10/12;Despesas Pessoais
Roupas novas 11/12;Despesas Pessoais
Roupas novas 12/12;Despesas Pessoais
Roupas novas 2/12;Despesas Pessoais
Roupas novas 3/12;Despesas Pessoais
Roupas novas 4/12;Despesas Pessoais
Roupas novas 5/12;Despesas Pessoais
Roupas novas 6/12;Despesas Pessoais
Roupas novas 7/12;Despesas Pessoais
Roupas novas 8/12;Despesas Pessoais
Roupas novas 9/12;Despesas Pessoais
Roupinhas;Despesas Pessoais
RY 1/2;Outros Gastos
RY 2/2;Outros Gastos
Sabão 1/6;Mercado
Sabão 2/6;Mercado
Sabão 3/6;Mercado
Sabão 4/6;Mercado
Sabão 5/6;Mercado
Sabão 6/6;Mercado
Sabão lava louça 1 a 12;Mercado
Sabão lava louça 1/5;Mercado
Sabão lava louça 2/5;Mercado
Sabão lava louça 3/5;Mercado
Sabão lava louça 4/5;Mercado
Sabão lava louça 5/5;Mercado
Sacolas YB;Financeiro
Saída C6;Financeiro
Salada;Mercado
Salário;Receitas
Salário Marilia 30;Receitas
Saldo 99;Investimentos e Poupança
Saldo Mangá;Lazer e Entretenimento
Saldo Mercado;Mercado
Saldo Pagseguro;Outros Gastos
Saldo previsto Jan;Financeiro
Saldo Uber;Transporte
Salgado;Delivery
Salgadoi;Delivery
Salgados;Delivery
Salgados Jão;Delivery
Salgados Leo;Delivery
Salgados Marilia;Delivery
Salgados momoi;Delivery
Salgados Wes;Delivery
Samuel;Outros Gastos
Santana;Delivery
Santo Antonio;Lazer e Entretenimento
São Paulo;Outros Gastos
São Pedro;Outros Gastos
Sapateiro;Despesas Pessoais
Sapatos João;Despesas Pessoais
Sapatos marilia;Despesas Pessoais
Saque;Investimentos e Poupança
Saque decoração festa;Investimentos e Poupança
Saque Emp Pedro;Investimentos e Poupança
Saque extraordinário;Investimentos e Poupança
Saque fgts;Investimentos e Poupança
Saque Geladeira;Investimentos e Poupança
Saque Guincho;Investimentos e Poupança
Saque Marilia's Bank;Investimentos e Poupança
Saque momoi;Investimentos e Poupança
Saque Nova Futura;Investimentos e Poupança
Saque p aplic C6;Investimentos e Poupança
Saque p Vitoria de março;Investimentos e Poupança
Saque para ccorrente;Investimentos e Poupança
Saque paranapiacaba;Investimentos e Poupança
Saque Pic Pay;Investimentos e Poupança
Saque plano de ensino;Investimentos e Poupança
Saque Poup mes;Investimentos e Poupança
Saque Poupança;Investimentos e Poupança
Saque poupança;Investimentos e Poupança
Saque Poupança NU;Investimentos e Poupança
Saque PP;Investimentos e Poupança
Saque Pp;Investimentos e Poupança
Saque PP Nova Futura;Investimentos e Poupança
Saque PP para cartão;Investimentos e Poupança
Saque Veronica;Investimentos e Poupança
Saque VGBL;Investimentos e Poupança
Saque viagem;Investimentos e Poupança
Saraiva Com 6/10;Lazer e Entretenimento
Satisfactory 1/3;Lazer e Entretenimento
Satisfactory 2/3;Lazer e Entretenimento
Satisfactory 3/3;Lazer e Entretenimento
Saúde;Saúde
Scanner;Despesas Pessoais
Sdb Gloria;Outros Gastos
Secador de unha;Despesas Pessoais
Segunda via;Outros Gastos
Seguro;Veículo
Seguro Biz;Veículo
Seguro Carro;Veículo
Seguro carro;Veículo
Seguro Juju;Veículo
Seguro Mel;Pets
Seguro prestamista;Casa
Sei la;Outros Gastos
Sei la 1/12;Outros Gastos
Sei la 10/12;Outros Gastos
Sei la 11/12;Outros Gastos
Sei la 12/12;Outros Gastos
Sei la 2/12;Outros Gastos
Sei la 3/12;Outros Gastos
Sei la 4/12;Outros Gastos
Sei la 5/12;Outros Gastos
Sei la 6/12;Outros Gastos
Sei la 7/12;Outros Gastos
Sei la 8/12;Outros Gastos
Sei la 9/12;Outros Gastos
Sensacoes Doces;Delivery
Sergio Ricardo;Mercado
Serigrafia YB;Financeiro
Sesc;Delivery
Seu Mario;Outros Gastos
Seu mario;Outros Gastos
Seu Mario 1/4;Pets
Seu Mario 2/4;Pets
Seu Mario 3/4;Pets
Seu Mario 4/4;Pets
Seu Mario Johnny;Pets
Seu mario Johnny;Pets
Seu Mario Netflix;Lazer e Entretenimento
Shawarma;Delivery
Shein 1/6;Despesas Pessoais
Shein 2/6;Despesas Pessoais
Shein 3/6;Despesas Pessoais
Shein 4/6;Despesas Pessoais
Shein 5/6;Despesas Pessoais
Shein 6/6;Despesas Pessoais
Shengqing Hu;Delivery
Shiki;Lazer e Entretenimento
Shinae;Outros Gastos
Shinozaki;Lazer e Entretenimento
Shiva;Lazer e Entretenimento
Shiva Churras;Lazer e Entretenimento
Shivo;Lazer e Entretenimento
Shogi;Lazer e Entretenimento
Shopee;Outros Gastos
Shopee 1/2;Outros Gastos
Shopee 1/3;Outros Gastos
Shopee 1/6;Outros Gastos
Shopee 2/3;Outros Gastos
Shopee 2/6;Outros Gastos
